"","n_comp","freq","threshold","sd","subj","task"
"1107",15,"Low",0,1.41421356,"x52","Control"
"1108",15,"High",13,0,"x52","Control"
"1109",9,"High",2.375,2.89665756,"x52","Control"
"1110",1,"High",-5.875,1.41972709,"x52","Control"
"1111",5,"Low",-8,1.6583124,"x52","Control"
"1112",3,"High",-1.75,1.43614066,"x52","Control"
"1113",9,"Low",-10.75,0.96824584,"x52","Control"
"1114",5,"High",5.75,0.8660254,"x52","Control"
"1115",1,"Low",-13.375,0.71807033,"x52","Control"
"1116",5,"High",-3.125,4.52941773,"x52","Control"
"1117",3,"Low",-6.875,0.5153882,"x52","Control"
"1118",15,"High",13,0,"x52","Control"
"1119",1,"High",-2.375,0.91001374,"x52","Control"
"1120",9,"Low",-10.375,1.71846589,"x52","Control"
"1121",1,"Low",-13.75,2.20794022,"x52","Control"
"1122",3,"High",-5.625,0.5153882,"x52","Control"
"1123",5,"Low",-3,0.70710678,"x52","Control"
"1124",9,"High",-0.75,0.55901699,"x52","Control"
"1125",15,"Low",-5.5,0.61237244,"x52","Control"
"1126",9,"High",3.75,1.27475488,"x52","Control"
"1127",5,"Low",-1.875,0.80039053,"x52","Control"
"1128",1,"Low",-19.375,0.375,"x52","Control"
"1129",3,"High",-4.875,2.46538537,"x52","Control"
"1130",15,"High",13,0,"x52","Control"
"1131",1,"High",-0.75,1.47901995,"x52","Control"
"1132",15,"Low",-4.25,0.55901699,"x52","Control"
"1133",5,"High",1.125,2.57694102,"x52","Control"
"1134",3,"Low",-5.25,0.70710678,"x52","Control"
"1135",9,"Low",-9.125,0.80039053,"x52","Control"
"1136",5,"Low",-5.125,1.28086885,"x52","Control"
"1137",15,"Low",-4.75,1.06066017,"x52","Control"
"1138",3,"High",6.125,0.375,"x52","Control"
"1139",5,"High",13,0,"x52","Control"
"1140",9,"Low",-9.25,0.96824584,"x52","Control"
"1141",9,"High",13,0,"x52","Control"
"1142",1,"High",4.125,0.80039053,"x52","Control"
"1143",15,"High",13,0,"x52","Control"
"1144",3,"Low",-6.25,1.5612495,"x52","Control"
"1145",1,"Low",-8.875,0.375,"x52","Control"
"1146",3,"High",-5.75,1.27475488,"x52","Control"
"1147",15,"High",8,0.8291562,"x52","Control"
"1148",5,"High",-8.5,0.96824584,"x52","Control"
"1149",5,"Low",-8.75,1.27475488,"x52","Control"
"1150",1,"Low",-10.875,0.80039053,"x52","Control"
"1151",9,"Low",-13.875,0.80039053,"x52","Control"
"1152",3,"Low",-5.875,0.71807033,"x52","Control"
"1153",1,"High",-2.75,0.70710678,"x52","Control"
"1154",9,"High",3.25,4.99374609,"x52","Control"
"1155",15,"Low",-2.75,1.03077641,"x52","Control"
"1156",15,"High",9.625,0.375,"x52","Control"
"1157",1,"Low",-13.625,1.25623445,"x52","Control"
"1158",9,"High",13,0,"x52","Control"
"1159",15,"Low",-5,1.03077641,"x52","Control"
"1160",9,"Low",-9.75,0.8291562,"x52","Control"
"1161",5,"High",2.5,0.8291562,"x52","Control"
"1162",3,"High",-3,1.3462912,"x52","Control"
"1163",5,"Low",-10.5,0.55901699,"x52","Control"
"1164",3,"Low",-12.25,0.61237244,"x52","Control"
"1165",1,"High",-7.25,1.92028644,"x52","Control"
"1166",15,"Low",-5.5,2.20794022,"x52","Control"
"1167",9,"High",6.25,2.6925824,"x52","Control"
"1168",15,"High",-4.25,0.93541435,"x52","Control"
"1169",5,"High",8.125,1.00778222,"x52","Control"
"1170",3,"High",-3,2.76134025,"x52","Control"
"1171",5,"Low",-11,1.71391365,"x52","Control"
"1172",1,"High",-6.125,1.17924764,"x52","Control"
"1173",9,"Low",-11,0.55901699,"x52","Control"
"1174",3,"Low",-8.875,0.9437293,"x52","Control"
"1175",1,"Low",-13.375,2.47802845,"x52","Control"
"1176",3,"Low",-10.5,0.93541435,"x52","Control"
"1177",3,"High",3,1.41421356,"x52","Control"
"1178",9,"High",-3.625,2.69548233,"x52","Control"
"1179",9,"Low",-11.75,1.3462912,"x52","Control"
"1180",5,"Low",-8.875,1.66301684,"x52","Control"
"1181",1,"High",-3.375,0.80039053,"x52","Control"
"1182",15,"Low",-3,0.93541435,"x52","Control"
"1183",15,"High",1.75,1.92028644,"x52","Control"
"1184",1,"Low",-16.625,2.18303115,"x52","Control"
"1185",5,"High",1.625,1.97246673,"x52","Control"
"1186",1,"Low",-12.75,0.70710678,"x52","Control"
"1187",15,"Low",-6.125,1.70018381,"x52","Control"
"1188",5,"High",-0.625,0.71807033,"x52","Control"
"1189",3,"Low",-7,1.83711731,"x52","Control"
"1190",9,"Low",-8.75,0.93541435,"x52","Control"
"1191",15,"High",13,0,"x52","Control"
"1192",9,"High",2,1.22474487,"x52","Control"
"1193",1,"High",-2.25,1.11803399,"x52","Control"
"1194",3,"High",-4.5,0.55901699,"x52","Control"
"1195",5,"Low",-12.125,1.00778222,"x52","Control"
"1196",5,"High",8.625,0.80039053,"x53","Control"
"1197",1,"Low",-11,0.70710678,"x53","Control"
"1198",3,"High",-3.125,1.70018381,"x53","Control"
"1199",9,"High",13,0,"x53","Control"
"1200",15,"High",1.95833333,5.48371959,"x53","Control"
"1201",15,"Low",2.125,3.50223143,"x53","Control"
"1202",9,"Low",13,0,"x53","Control"
"1203",1,"High",-0.625,0.9437293,"x53","Control"
"1204",3,"Low",-2.5,1.93649167,"x53","Control"
"1205",5,"Low",5.125,0.80039053,"x53","Control"
"1206",5,"Low",-4,1.43614066,"x53","Control"
"1207",5,"High",4,1.6583124,"x53","Control"
"1208",3,"High",0.25,1.5411035,"x53","Control"
"1209",1,"High",5.375,0.9437293,"x53","Control"
"1210",9,"Low",-9,1.71391365,"x53","Control"
"1211",1,"Low",-11.25,0.55901699,"x53","Control"
"1212",15,"High",13,0,"x53","Control"
"1213",15,"Low",1.125,1.58607219,"x53","Control"
"1214",3,"Low",-5.125,0.375,"x53","Control"
"1215",9,"High",13,0,"x53","Control"
"1216",9,"High",13,0,"x53","Control"
"1217",5,"High",13,0,"x53","Control"
"1218",3,"High",-2.875,2.89665756,"x53","Control"
"1219",3,"Low",-4.5,1.60078106,"x53","Control"
"1220",15,"High",13,0,"x53","Control"
"1221",1,"High",-0.875,3.68485074,"x53","Control"
"1222",5,"Low",13,0,"x53","Control"
"1223",1,"Low",-9.125,0.80039053,"x53","Control"
"1224",9,"Low",-8.75,2.39791576,"x53","Control"
"1225",15,"Low",5.375,1.66301684,"x53","Control"
"1226",5,"Low",-2.625,2.30827316,"x53","Control"
"1227",9,"Low",-8.625,1.25623445,"x53","Control"
"1228",1,"Low",-11.75,0.55901699,"x53","Control"
"1229",3,"Low",-9,0.93541435,"x53","Control"
"1230",1,"High",-3.625,2.11024288,"x53","Control"
"1231",15,"Low",-4,2.20794022,"x53","Control"
"1232",9,"High",13,0,"x53","Control"
"1233",3,"High",-1.125,1.17924764,"x53","Control"
"1234",5,"High",1.125,1.17924764,"x53","Control"
"1235",15,"High",13,0,"x53","Control"
"1236",1,"High",7.5,0.8291562,"x53","Control"
"1237",9,"High",13,0,"x53","Control"
"1238",15,"Low",2.25,2.47487373,"x53","Control"
"1239",3,"High",6.45833333,3.44727147,"x53","Control"
"1240",15,"High",13,0,"x53","Control"
"1241",1,"Low",-9,0.55901699,"x53","Control"
"1242",5,"High",13,0,"x53","Control"
"1243",5,"Low",-2.375,0.80039053,"x53","Control"
"1244",9,"Low",-8.5,1.78535711,"x53","Control"
"1245",3,"Low",-4.75,1.29903811,"x53","Control"
"1246",1,"High",-2.625,1.09687055,"x53","Control"
"1247",9,"Low",-9.375,2.00390244,"x53","Control"
"1248",15,"High",13,0,"x53","Control"
"1249",15,"Low",2.625,3.85883726,"x53","Control"
"1250",3,"Low",-4.5,1.19895788,"x53","Control"
"1251",5,"High",0.5,1.98431348,"x53","Control"
"1252",9,"High",6.875,3.2040014,"x53","Control"
"1253",3,"High",2,1.29903811,"x53","Control"
"1254",5,"Low",-3.75,2.10653744,"x53","Control"
"1255",1,"Low",-11.875,1.125,"x53","Control"
"1256",1,"High",-4,1.29903811,"x53","Control"
"1257",3,"Low",-3.125,0.80039053,"x53","Control"
"1258",1,"Low",-14.375,1.80710404,"x53","Control"
"1259",15,"Low",1.5,2.06155281,"x53","Control"
"1260",5,"Low",-9.25,2.52487623,"x53","Control"
"1261",5,"High",-1.25,0.55901699,"x53","Control"
"1262",3,"High",-5.5,1.22474487,"x53","Control"
"1263",9,"Low",-4.375,2.15421099,"x53","Control"
"1264",15,"High",13,0,"x53","Control"
"1265",9,"High",13,0,"x53","Control"
"1266",3,"High",3.75,1.11803399,"x53","Control"
"1267",15,"Low",-1.875,0.80039053,"x53","Control"
"1268",9,"High",13,0,"x53","Control"
"1269",5,"High",13,0,"x53","Control"
"1270",1,"Low",-6.625,1.875,"x53","Control"
"1271",5,"Low",-6.5,1.87082869,"x53","Control"
"1272",9,"Low",-7.125,2.64870251,"x53","Control"
"1273",15,"High",13,0,"x53","Control"
"1274",1,"High",3.125,1.48429276,"x53","Control"
"1275",3,"Low",-3.875,0.80039053,"x53","Control"
"1276",5,"High",9.54166667,0.48769583,"x53","Control"
"1277",3,"Low",-0.75,2.27760839,"x53","Control"
"1278",1,"High",-2.25,2.31840462,"x53","Control"
"1279",1,"Low",-5.875,0.9437293,"x53","Control"
"1280",15,"High",13,0,"x53","Control"
"1281",9,"High",13,0,"x53","Control"
"1282",9,"Low",-7.5,0.93541435,"x53","Control"
"1283",3,"High",8.66666667,1.25554326,"x53","Control"
"1284",15,"Low",-4.625,1.03832798,"x53","Control"
"1285",5,"Low",-7.125,0.5153882,"x53","Control"
"1286",9,"High",13,0,"x53","Control"
"1287",9,"Low",-10.5,1.76776695,"x53","Control"
"1288",15,"Low",-0.625,2.23955911,"x53","Control"
"1289",5,"High",8.29166667,1.04499468,"x53","Control"
"1290",5,"Low",-7,3.15238005,"x53","Control"
"1291",3,"High",5.25,0.55901699,"x53","Control"
"1292",1,"Low",-11.25,1.71391365,"x53","Control"
"1293",3,"Low",0.625,0.80039053,"x53","Control"
"1294",15,"High",2.45833333,3.60386559,"x53","Control"
"1295",1,"High",-9.125,1.17924764,"x53","Control"
"1296",9,"High",13,0,"x53","Control"
"1297",9,"Low",-11.75,1.6583124,"x53","Control"
"1298",5,"High",3,2.06155281,"x53","Control"
"1299",15,"High",13,0,"x53","Control"
"1300",15,"Low",0,1.96850197,"x53","Control"
"1301",1,"Low",-8.375,2.34853678,"x53","Control"
"1302",3,"Low",-5.25,0.93541435,"x53","Control"
"1303",1,"High",-6.625,0.71807033,"x53","Control"
"1304",3,"High",-3.5,2.31840462,"x53","Control"
"1305",5,"Low",-3.375,1.25623445,"x53","Control"
"1306",3,"High",-1.25,1.27475488,"x53","Control"
"1307",5,"Low",-1.5,2.23606798,"x53","Control"
"1308",15,"Low",-0.625,1.48429276,"x53","Control"
"1309",15,"High",13,0,"x53","Control"
"1310",5,"High",8,0.75,"x53","Control"
"1311",3,"Low",-0.75,0.55901699,"x53","Control"
"1312",1,"Low",-9.75,2.27760839,"x53","Control"
"1313",1,"High",-1.75,2.52487623,"x53","Control"
"1314",9,"Low",-8.875,2.32177195,"x53","Control"
"1315",9,"High",0.25,2.01556444,"x53","Control"
"1316",3,"Low",-7.625,1.46308749,"x54","Control"
"1317",5,"High",-0.625,0.71807033,"x54","Control"
"1318",9,"Low",-4.625,4.92601512,"x54","Control"
"1319",15,"Low",-5.25,1.03077641,"x54","Control"
"1320",1,"High",-0.25,1.62018517,"x54","Control"
"1321",9,"High",13,0,"x54","Control"
"1322",3,"High",2.75,1.5612495,"x54","Control"
"1323",1,"Low",-8.625,1.25623445,"x54","Control"
"1324",5,"Low",1.75,2.01556444,"x54","Control"
"1325",15,"High",4.625,3.31897951,"x54","Control"
"1326",15,"High",-6,1.03077641,"x54","Control"
"1327",9,"Low",-3.125,1.32876823,"x54","Control"
"1328",5,"Low",-2.375,1.00778222,"x54","Control"
"1329",3,"High",-7.375,2.69548233,"x54","Control"
"1330",15,"Low",-5.375,3.76040224,"x54","Control"
"1331",1,"High",-2.25,1.47901995,"x54","Control"
"1332",5,"High",8.125,1.32876823,"x54","Control"
"1333",9,"High",-2,2.89395923,"x54","Control"
"1334",3,"Low",0.875,1.41972709,"x54","Control"
"1335",1,"Low",-3.125,1.80710404,"x54","Control"
"1336",5,"High",1.625,2.28103595,"x54","Control"
"1337",9,"High",6.625,0.80039053,"x54","Control"
"1338",3,"High",1.25,1.36930639,"x54","Control"
"1339",15,"High",13,0,"x54","Control"
"1340",5,"Low",7.54166667,1.33398422,"x54","Control"
"1341",15,"Low",-2.625,1.58607219,"x54","Control"
"1342",1,"High",-7.5,0.70710678,"x54","Control"
"1343",3,"Low",-4.5,1.03077641,"x54","Control"
"1344",1,"Low",-6.75,0.8291562,"x54","Control"
"1345",9,"Low",-2.75,2.15058132,"x54","Control"
"1346",3,"Low",-1.125,1.70018381,"x54","Control"
"1347",1,"Low",-0.25,0.96824584,"x54","Control"
"1348",1,"High",-6.75,0.8291562,"x54","Control"
"1349",5,"Low",1.75,1.73205081,"x54","Control"
"1350",15,"Low",-3.375,6.08404676,"x54","Control"
"1351",9,"High",-2,3.34477204,"x54","Control"
"1352",15,"High",9.04166667,1.50980591,"x54","Control"
"1353",9,"Low",6.5,1.22474487,"x54","Control"
"1354",3,"High",3.75,1.27475488,"x54","Control"
"1355",5,"High",7.5,0.55901699,"x54","Control"
"1356",5,"Low",-9.75,1.82002747,"x54","Control"
"1357",3,"High",-1,2.93683503,"x54","Control"
"1358",9,"Low",-1.875,2.34853678,"x54","Control"
"1359",5,"High",-4.125,1.80710404,"x54","Control"
"1360",1,"Low",-9.125,2.34853678,"x54","Control"
"1361",15,"High",13,0,"x54","Control"
"1362",1,"High",-7.375,1.28086885,"x54","Control"
"1363",15,"Low",-5.625,1.32876823,"x54","Control"
"1364",3,"Low",-7.875,1.80710404,"x54","Control"
"1365",9,"High",3.5,6.12882534,"x54","Control"
"1366",5,"Low",-10.875,2.00390244,"x54","Control"
"1367",3,"High",-5.125,0.71807033,"x54","Control"
"1368",5,"High",1.375,3.71020552,"x54","Control"
"1369",15,"High",13,0,"x54","Control"
"1370",1,"Low",-16.375,0.71807033,"x54","Control"
"1371",9,"High",13,0,"x54","Control"
"1372",1,"High",-0.375,1.09687055,"x54","Control"
"1373",15,"Low",-4.75,1.62018517,"x54","Control"
"1374",3,"Low",-10.375,0.83852549,"x54","Control"
"1375",9,"Low",-3.75,2.10653744,"x54","Control"
"1376",1,"Low",-11.25,0.8291562,"x54","Control"
"1377",5,"High",5.625,1.32876823,"x54","Control"
"1378",9,"High",13,0,"x54","Control"
"1379",1,"High",0.625,1.80710404,"x54","Control"
"1380",5,"Low",-8.875,0.71807033,"x54","Control"
"1381",9,"Low",-13.25,0.8291562,"x54","Control"
"1382",15,"High",13,0,"x54","Control"
"1383",3,"High",-0.75,1.76776695,"x54","Control"
"1384",3,"Low",-9.375,1.90804219,"x54","Control"
"1385",15,"Low",-7.125,1.17924764,"x54","Control"
"1386",1,"High",-7.25,2.35849528,"x54","Control"
"1387",15,"High",6.20833333,2.02801559,"x54","Control"
"1388",15,"Low",-11.875,2.06533896,"x54","Control"
"1389",5,"High",-1.75,2.56173769,"x54","Control"
"1390",5,"Low",-9,1.27475488,"x54","Control"
"1391",9,"High",7.25,1.3462912,"x54","Control"
"1392",9,"Low",-15.5,2.31840462,"x54","Control"
"1393",3,"High",-1.125,1.46308749,"x54","Control"
"1394",1,"Low",-12.75,2.54950976,"x54","Control"
"1395",3,"Low",-9.75,1.19895788,"x54","Control"
"1396",9,"High",13,0,"x54","Control"
"1397",9,"Low",-14.5,0.75,"x54","Control"
"1398",15,"High",7,1.03077641,"x54","Control"
"1399",5,"High",9.375,0.80039053,"x54","Control"
"1400",1,"Low",-15.5,1.11803399,"x54","Control"
"1401",3,"High",-2.75,1.03077641,"x54","Control"
"1402",3,"Low",-13.625,1.25623445,"x54","Control"
"1403",15,"Low",-10.5,0.8291562,"x54","Control"
"1404",5,"Low",-14,1.5411035,"x54","Control"
"1405",1,"High",-5,2.06155281,"x54","Control"
"1406",9,"Low",-11.625,1.32876823,"x54","Control"
"1407",5,"High",13,0,"x54","Control"
"1408",1,"Low",-12.625,0.71807033,"x54","Control"
"1409",3,"High",-8.625,1.46308749,"x54","Control"
"1410",15,"Low",-10.375,0.71807033,"x54","Control"
"1411",1,"High",-7.375,1.66301684,"x54","Control"
"1412",3,"Low",-11.125,1.28086885,"x54","Control"
"1413",9,"High",13,0,"x54","Control"
"1414",5,"Low",-14.875,0.9437293,"x54","Control"
"1415",15,"High",13,0,"x54","Control"
"1416",1,"Low",-14.625,2.00390244,"x54","Control"
"1417",5,"High",6.375,3.00260304,"x54","Control"
"1418",9,"High",13,0,"x54","Control"
"1419",15,"High",5.20833333,4.23137258,"x54","Control"
"1420",3,"Low",-17.875,0.71807033,"x54","Control"
"1421",3,"High",-1.25,1.11803399,"x54","Control"
"1422",15,"Low",-10.875,1.6441183,"x54","Control"
"1423",9,"Low",-14,0.93541435,"x54","Control"
"1424",5,"Low",-17.375,1.00778222,"x54","Control"
"1425",1,"High",-2.75,1.19895788,"x54","Control"
"1426",5,"High",7.25,0.75,"x54","Control"
"1427",3,"High",-4.75,2.20794022,"x54","Control"
"1428",9,"Low",-16.875,1.80710404,"x54","Control"
"1429",1,"High",-7,1.22474487,"x54","Control"
"1430",15,"High",13,0,"x54","Control"
"1431",15,"Low",-12.75,1.41421356,"x54","Control"
"1432",5,"Low",-12.375,0.80039053,"x54","Control"
"1433",3,"Low",-11.75,2.54950976,"x54","Control"
"1434",9,"High",-3.25,5.23211238,"x54","Control"
"1435",1,"Low",-18.75,1.60078106,"x54","Control"
"1476",5,"Low",-5.5,0.96824584,"x32","Task"
"1477",5,"High",13,0,"x32","Task"
"1478",9,"Low",-3.375,1.46308749,"x32","Task"
"1479",3,"High",13,0,"x32","Task"
"1480",15,"High",13,0,"x32","Task"
"1481",9,"High",13,0,"x32","Task"
"1482",3,"Low",7.45833333,2.42992055,"x32","Task"
"1483",15,"Low",0,0.55901699,"x32","Task"
"1484",3,"High",13,0,"x32","Task"
"1485",5,"High",13,0,"x32","Task"
"1486",3,"Low",-3.375,1.00778222,"x32","Task"
"1487",5,"Low",-0.375,0.80039053,"x32","Task"
"1488",9,"High",13,0,"x32","Task"
"1489",9,"Low",-6.25,0.61237244,"x32","Task"
"1490",15,"Low",-2.625,1.17924764,"x32","Task"
"1491",15,"High",13,0,"x32","Task"
"1492",3,"High",13,0,"x32","Task"
"1493",3,"Low",-2.875,1.28086885,"x32","Task"
"1494",15,"High",1.45833333,4.51713558,"x32","Task"
"1495",5,"Low",-4.125,1.09687055,"x32","Task"
"1496",9,"High",13,0,"x32","Task"
"1497",15,"Low",-2,1.19895788,"x32","Task"
"1498",5,"High",13,0,"x32","Task"
"1499",9,"Low",-2.125,1.28086885,"x32","Task"
"1500",3,"High",13,0,"x32","Task"
"1501",9,"Low",-8.25,0.93541435,"x32","Task"
"1502",3,"Low",-0.5,0.55901699,"x32","Task"
"1503",5,"High",13,0,"x32","Task"
"1504",9,"High",13,0,"x32","Task"
"1505",15,"Low",-3.375,0.80039053,"x32","Task"
"1506",15,"High",13,0,"x32","Task"
"1507",5,"Low",-5,0.93541435,"x32","Task"
"1508",15,"Low",-0.875,1.17924764,"x32","Task"
"1509",5,"Low",-6.875,2.18303115,"x32","Task"
"1510",3,"High",13,0,"x32","Task"
"1511",15,"High",13,0,"x32","Task"
"1512",3,"Low",-1.125,1.70018381,"x32","Task"
"1513",5,"High",13,0,"x32","Task"
"1514",9,"Low",-7.375,1.66301684,"x32","Task"
"1515",9,"High",9.04166667,1.50980591,"x32","Task"
"1516",3,"High",13,0,"x32","Task"
"1517",5,"High",13,0,"x32","Task"
"1518",15,"Low",-7.125,0.6731456,"x32","Task"
"1519",15,"High",13,0,"x32","Task"
"1520",9,"High",13,0,"x32","Task"
"1521",9,"Low",-9.25,1.06066017,"x32","Task"
"1522",3,"Low",-0.625,1.28086885,"x32","Task"
"1523",5,"Low",-6.125,1.46308749,"x32","Task"
"1524",9,"High",13,0,"x32","Task"
"1525",3,"High",13,0,"x32","Task"
"1526",5,"High",13,0,"x32","Task"
"1527",15,"Low",-4.875,3.55536566,"x32","Task"
"1528",3,"Low",-3.625,2.66047458,"x32","Task"
"1529",5,"Low",-1.125,0.80039053,"x32","Task"
"1530",15,"High",13,0,"x32","Task"
"1531",9,"Low",-5.375,0.6731456,"x32","Task"
"1532",15,"Low",-1.5,0.93541435,"x32","Task"
"1533",9,"Low",-3,1.11803399,"x32","Task"
"1534",5,"Low",3.125,0.375,"x32","Task"
"1535",3,"Low",-1.375,1.60565407,"x32","Task"
"1536",5,"High",8.625,1.17924764,"x32","Task"
"1537",9,"High",13,0,"x32","Task"
"1538",3,"High",13,0,"x32","Task"
"1539",15,"High",13,0,"x32","Task"
"1540",5,"Low",-2.75,0.55901699,"x32","Task"
"1541",3,"High",5.25,2.51246891,"x34","Task"
"1542",5,"High",13,0,"x34","Task"
"1543",9,"High",13,0,"x34","Task"
"1544",9,"Low",-6.25,0.61237244,"x34","Task"
"1545",3,"Low",-4.25,0.8291562,"x34","Task"
"1546",15,"Low",-5,0.70710678,"x34","Task"
"1547",15,"High",13,0,"x34","Task"
"1548",5,"Low",-8.25,1.3462912,"x34","Task"
"1549",5,"High",13,0,"x34","Task"
"1550",5,"Low",-7,1.93649167,"x34","Task"
"1551",15,"Low",-1.25,0.55901699,"x34","Task"
"1552",15,"High",13,0,"x34","Task"
"1553",3,"High",13,0,"x34","Task"
"1554",9,"Low",-7.875,0.80039053,"x34","Task"
"1555",3,"Low",-7.25,0.55901699,"x34","Task"
"1556",9,"High",13,0,"x34","Task"
"1557",9,"High",13,0,"x34","Task"
"1558",3,"Low",-14.125,0.9437293,"x34","Task"
"1559",9,"Low",-7,0.8660254,"x34","Task"
"1560",15,"Low",-4.5,1.03077641,"x34","Task"
"1561",15,"High",13,0,"x34","Task"
"1562",3,"High",13,0,"x34","Task"
"1563",5,"High",13,0,"x34","Task"
"1564",5,"Low",-8.75,1.03077641,"x34","Task"
"1565",9,"Low",-7.75,1.29903811,"x34","Task"
"1566",5,"Low",-7.25,0.93541435,"x34","Task"
"1567",5,"High",13,0,"x34","Task"
"1568",15,"High",13,0,"x34","Task"
"1569",9,"High",13,0,"x34","Task"
"1570",3,"High",6.25,0.55901699,"x34","Task"
"1571",3,"Low",-9.875,1.70018381,"x34","Task"
"1572",15,"Low",-4.125,2.91815438,"x34","Task"
"1573",5,"Low",-10.5,0.70710678,"x34","Task"
"1574",9,"High",13,0,"x34","Task"
"1575",15,"Low",-6.25,0.61237244,"x34","Task"
"1576",9,"Low",-8.25,0.93541435,"x34","Task"
"1577",3,"Low",-9.125,0.80039053,"x34","Task"
"1578",5,"High",13,0,"x34","Task"
"1579",15,"High",13,0,"x34","Task"
"1580",3,"High",2.875,2.05015243,"x34","Task"
"1581",3,"High",8.79166667,2.05860322,"x34","Task"
"1582",15,"High",13,0,"x34","Task"
"1583",9,"High",13,0,"x34","Task"
"1584",5,"High",13,0,"x34","Task"
"1585",5,"Low",-5.625,1.58607219,"x34","Task"
"1586",15,"Low",-4.875,0.91001374,"x34","Task"
"1587",3,"Low",-10.125,1.00778222,"x34","Task"
"1588",9,"Low",-12.5,1.11803399,"x34","Task"
"1589",3,"Low",-10.25,0.70710678,"x34","Task"
"1590",9,"Low",-7.375,1.03832798,"x34","Task"
"1591",5,"Low",-11,0.70710678,"x34","Task"
"1592",9,"High",13,0,"x34","Task"
"1593",15,"Low",-3.5,1.3462912,"x34","Task"
"1594",5,"High",13,0,"x34","Task"
"1595",3,"High",13,0,"x34","Task"
"1596",15,"High",13,0,"x34","Task"
"1597",5,"Low",-10.75,0.8660254,"x34","Task"
"1598",5,"High",13,0,"x34","Task"
"1599",3,"Low",-10.625,1.80710404,"x34","Task"
"1600",15,"Low",-4.625,1.17924764,"x34","Task"
"1601",9,"Low",-5.25,0.55901699,"x34","Task"
"1602",9,"High",13,0,"x34","Task"
"1603",15,"High",0,0.55901699,"x34","Task"
"1604",3,"High",13,0,"x34","Task"
"1605",3,"Low",-9.625,0.375,"x34","Task"
"1606",9,"High",13,0,"x34","Task"
"1607",3,"High",13,0,"x34","Task"
"1608",15,"High",2.08333333,4.30519712,"x34","Task"
"1609",9,"Low",-8,0.93541435,"x34","Task"
"1610",5,"High",13,0,"x34","Task"
"1611",5,"Low",-9.875,0.80039053,"x34","Task"
"1612",15,"Low",-6.75,1.11803399,"x34","Task"
"1613",3,"Low",-15.625,0.9437293,"x34","Task"
"1614",5,"Low",-7.375,1.28086885,"x34","Task"
"1615",5,"High",13,0,"x34","Task"
"1616",9,"Low",-9.75,1.11803399,"x34","Task"
"1617",9,"High",13,0,"x34","Task"
"1618",3,"High",13,0,"x34","Task"
"1619",15,"Low",-7.875,1.58607219,"x34","Task"
"1620",15,"High",13,0,"x34","Task"
"1621",9,"Low",-7.75,0.96824584,"x34","Task"
"1622",3,"High",13,0,"x34","Task"
"1623",15,"High",13,0,"x34","Task"
"1624",15,"Low",-3.5,2.6925824,"x34","Task"
"1625",5,"Low",-11.125,1.28086885,"x34","Task"
"1626",9,"High",13,0,"x34","Task"
"1627",5,"High",4.08333333,2.69516027,"x34","Task"
"1628",3,"Low",-8.125,1.125,"x34","Task"
"1629",15,"High",13,0,"x34","Task"
"1630",9,"Low",-3.875,2.50312305,"x34","Task"
"1631",3,"High",13,0,"x34","Task"
"1632",15,"Low",-3.75,0.8291562,"x34","Task"
"1633",5,"Low",-8.25,1.27475488,"x34","Task"
"1634",9,"High",13,0,"x34","Task"
"1635",5,"High",13,0,"x34","Task"
"1636",3,"Low",-14,0.55901699,"x34","Task"
"1637",5,"Low",-10.625,1.80710404,"x38","Task"
"1638",5,"High",13,0,"x38","Task"
"1639",3,"High",2.33333333,5.29084639,"x38","Task"
"1640",3,"Low",8.04166667,2.02801559,"x38","Task"
"1641",15,"High",13,0,"x38","Task"
"1642",9,"Low",-8.125,0.71807033,"x38","Task"
"1643",9,"High",13,0,"x38","Task"
"1644",15,"Low",-7.625,0.80039053,"x38","Task"
"1645",15,"Low",-6.125,1.32876823,"x38","Task"
"1646",5,"Low",-4.25,1.11803399,"x38","Task"
"1647",5,"High",13,0,"x38","Task"
"1648",3,"Low",13,0,"x38","Task"
"1649",9,"Low",-10.125,1.00778222,"x38","Task"
"1650",9,"High",13,0,"x38","Task"
"1651",15,"High",13,0,"x38","Task"
"1652",3,"High",6.75,1.03077641,"x38","Task"
"1653",5,"Low",-11.375,0.80039053,"x38","Task"
"1654",15,"Low",-8.5,0.61237244,"x38","Task"
"1655",3,"Low",-2.875,1.125,"x38","Task"
"1656",5,"High",13,0,"x38","Task"
"1657",3,"High",1.375,1.70018381,"x38","Task"
"1658",9,"High",13,0,"x38","Task"
"1659",9,"Low",-9.875,1.32876823,"x38","Task"
"1660",15,"High",13,0,"x38","Task"
"1661",5,"Low",-11.75,1.11803399,"x38","Task"
"1662",9,"Low",-14.375,1.00778222,"x38","Task"
"1663",3,"Low",-7.125,1.32876823,"x38","Task"
"1664",15,"High",13,0,"x38","Task"
"1665",5,"High",13,0,"x38","Task"
"1666",15,"Low",-8.5,0.61237244,"x38","Task"
"1667",3,"High",13,0,"x38","Task"
"1668",9,"High",7.45833333,1.81094282,"x38","Task"
"1669",9,"Low",-11.125,1.125,"x38","Task"
"1670",3,"High",0.375,2.50312305,"x38","Task"
"1671",9,"High",13,0,"x38","Task"
"1672",5,"Low",-10.625,0.80039053,"x38","Task"
"1673",15,"High",13,0,"x38","Task"
"1674",5,"High",13,0,"x38","Task"
"1675",15,"Low",-9.875,1.00778222,"x38","Task"
